id,title,url,upload_date,live_status,was_live,is_live,availability,members_only
7vyM6DBqTAo,玄学周末加更：弗洛伦萨女鬼亲历记｜女M征友｜男教友被猥亵｜巴西水晶矿区修行记,https://www.youtube.com/watch?v=7vyM6DBqTAo,2025-08-10,was_live,True,False,subscriber_only,True
CcsALqR3s7Y,江油VS乌坎｜汪走胡来的故事与228台湾事件｜,https://www.youtube.com/watch?v=CcsALqR3s7Y,2025-08-09,was_live,True,False,subscriber_only,True
83R7_4pxaAU,VIP25：江油上街的真相与费拉洼地的基层组织构造｜成为老王来了的会员,https://www.youtube.com/watch?v=83R7_4pxaAU,2025-08-08,was_live,True,False,subscriber_only,True
qOz2v4fncFw,江青和她的男人们（下）！,https://www.youtube.com/watch?v=qOz2v4fncFw,2025-08-07,,,,,False
tx6EojlPXfI,江青和她的男人们（上）！｜35分钟处开始,https://www.youtube.com/watch?v=tx6EojlPXfI,2025-08-05,,,,,False
UQMhKJYZ6Pw,《南京照相馆》的谎言与歪曲大盘点｜冒名顶替真正的英雄，助长国人戾气｜如今的中国有多少仇恨在传承,https://www.youtube.com/watch?v=UQMhKJYZ6Pw,2025-08-04,,,,,False
7FZ1sf54PNA,中美55%关税中方胜美方败｜埃伯斯坦名单反噬川普，可能输掉中期选举！｜,https://www.youtube.com/watch?v=7FZ1sf54PNA,2025-08-02,,,,,False
-XmY--cM_aM,插播：宗馥莉将完美败诉｜婚内男人能多卑微：小少妇闹离婚逼他结扎，而他真结扎了｜周末读者来信,https://www.youtube.com/watch?v=-XmY--cM_aM,2025-08-02,,,,,False
28bCvjwSR6U,VIP24：大罢免与台湾政治的孤岛演化趋势,https://www.youtube.com/watch?v=28bCvjwSR6U,2025-08-01,was_live,True,False,subscriber_only,True
YgRmuePMHdE,堪察加大海啸冲击加拿大西海岸现场报道｜海啸冲击如何避难？,https://www.youtube.com/watch?v=YgRmuePMHdE,2025-07-30,,,,,False
7oYYOQ-vmJY,插播：谁抓释永信最新内幕｜你想不到的中国首富：卓长仁,https://www.youtube.com/watch?v=7oYYOQ-vmJY,2025-07-29,,,,,False
XSJWCWS5Qm8,长夜漫漫水聊几句：我所知道的释永信｜台湾大罢免为什么会失败？｜老王来了韭菜频道收割办法,https://www.youtube.com/watch?v=XSJWCWS5Qm8,2025-07-27,,,,,False
PuxTPYDVIS0,周末玄学：为天下私生子指明道路｜五猖兵马大元帅？聊齋誌異亲历记。,https://www.youtube.com/watch?v=PuxTPYDVIS0,2025-07-26,,,,,False
oo1CIWuqS8k,论宗庆后是世界上最傻的爸爸，宗馥莉是世界上最可怜的孩子｜男人的责任：你可以管不好火箭，但是必须管好精子,https://www.youtube.com/watch?v=oo1CIWuqS8k,2025-07-25,,,,,False
43e40C1pPnw,VIP23：揭秘为什么东莞扫黄？海南扫黄？,https://www.youtube.com/watch?v=43e40C1pPnw,2025-07-25,was_live,True,False,subscriber_only,True
o_eb6gb3wck,老宗家三号私生子之谜！｜嫡出庶出兄弟姐妹如何面对彼此？|六亲缘薄专场！,https://www.youtube.com/watch?v=o_eb6gb3wck,2025-07-23,,,,,False
7HCgxmkIgss,远平放风蔡公公跳船｜香港特首不念2442咒语｜六亲缘薄专场（下）,https://www.youtube.com/watch?v=7HCgxmkIgss,2025-07-23,,,,,False
zpbSUTT-UAI,帝国风水：雅鲁藏布江发电站仅仅开胃小菜！｜论帝国的大西线工程和雅黄计划,https://www.youtube.com/watch?v=zpbSUTT-UAI,2025-07-21,,,,,False
LKoy9h4n8N8,伪装的改革者：蒋经国与邓小平｜黄文雄、江南，白狼张安乐｜美丽岛与六四，施明德与王炳章,https://www.youtube.com/watch?v=LKoy9h4n8N8,2025-07-17,,,,,False
78J06RyTV70,VIP22：六四的八大冤种真相大揭密和岌岌可危的第九大冤种公安局长们,https://www.youtube.com/watch?v=78J06RyTV70,2025-07-17,was_live,True,False,subscriber_only,True
FnESEDxcOB4,宗庆后庶子信托：论富贵人家中的妻妾与子孙｜宗馥莉对庶子信托的110万美元击穿和二房的愤怒｜谣棍伪造曹刚川的公开信，手艺极其低劣｜网传习近平八月退休,https://www.youtube.com/watch?v=FnESEDxcOB4,2025-07-15,,,,,False
I3VnT_XmUu4,周六加播花姐的十年无性婚姻怎么办？论人道中的性爱与金钱（银两与女人）,https://www.youtube.com/watch?v=I3VnT_XmUu4,2025-07-13,,,,,False
b6LZo6ljWo4,和老程哥喝大了替程大哥给白彬指导几句｜周末超级玄专场：活人被抓去替阴司做假账的工资单实地调查｜安徽蚌埠保家仙的故事｜活人为什么会被鬼跟上以及为什么鬼附体会筋骨疼痛,https://www.youtube.com/watch?v=b6LZo6ljWo4,2025-07-12,,,,,False
CUNOMR6jeYE,VIP21：张又侠的崛起与习按计划八月退休。,https://www.youtube.com/watch?v=CUNOMR6jeYE,2025-07-11,was_live,True,False,subscriber_only,True
yP6YlN1uync,野外生存看看星鏈的速度,https://www.youtube.com/watch?v=yP6YlN1uync,2025-07-10,,,,,False
T2yunI7RUuw,长夜漫漫，搞个偷袭,https://www.youtube.com/watch?v=T2yunI7RUuw,2025-07-09,,,,,False
_oNzqh852-8,关键在于红姐对男根的“懂和会”：揭秘TS的天赋｜为什么中国性爱文明大退化？讲一讲你不知道的民国骚货光明正大乱爱史！,https://www.youtube.com/watch?v=_oNzqh852-8,2025-07-08,,,,,False
Ld4DznkoNWo,“陈老师来了”先生，夏河托我找你！,https://www.youtube.com/watch?v=Ld4DznkoNWo,2025-07-04,,,,,False
pNKY6PcWLBk,政治局会议另立中央，三异常显示习被架空｜达赖发表转世声明开始为身后事布局｜马斯克川普再撕逼，老马有可能投共,https://www.youtube.com/watch?v=pNKY6PcWLBk,2025-07-03,,,,,False
-hQ2MUFb2yM,老王讲党史｜严打：二王抢味精、大妞裸泳枪毙的故事,https://www.youtube.com/watch?v=-hQ2MUFb2yM,2025-07-01,,,,,False
Wn0yMxyLFeE,周日水聊：老王的后宫佳丽治愈了教友破碎的心,https://www.youtube.com/watch?v=Wn0yMxyLFeE,2025-06-30,,,,,False
JVuwxEUmu68,殡仪馆游鬼附体失败案例｜自修仙入精神病院案例｜被边控教友出逃海外特价通道｜易占50根筮草之谜已经揭开,https://www.youtube.com/watch?v=JVuwxEUmu68,2025-06-28,,,,,False
RXCre_nd3Zk,VIP20:抬头看见北极光（上部终）：黄金世纪机遇的发现与高德黄金和颐和黄金的分裂,https://www.youtube.com/watch?v=RXCre_nd3Zk,2025-06-27,was_live,True,False,subscriber_only,True
Ygu0na__iFM,黑公安远洋捕捞操作流程揭秘｜为什么韩国男人普遍很渣（极少例外）,https://www.youtube.com/watch?v=Ygu0na__iFM,2025-06-26,,,,,False
j70TVIiv-7Y,为什么蒋经国私生子姓郭？｜为什么章亚若不可能让王继春上自己，为什么蒋经国日记不可信？,https://www.youtube.com/watch?v=j70TVIiv-7Y,2025-06-24,,,,,False
KhGmzD5qSyA,为什么癌症越來越多，越來越年輕！,https://www.youtube.com/watch?v=KhGmzD5qSyA,2025-06-24,was_live,True,False,subscriber_only,True
7JBceKB2ZV0,我就不信我搞不定个小JB🎤！,https://www.youtube.com/watch?v=7JBceKB2ZV0,2025-06-23,,,,,False
Gyqs_zKksAY,午夜闲聊：美国为何不宣而战，川普声东击西，现在就看伊朗有没有肛了！,https://www.youtube.com/watch?v=Gyqs_zKksAY,2025-06-22,,,,,False
hWupJsNOQ0k,习泽平的改命书｜55岁老年性觉醒了怎么办｜人生励志与迷途故事｜女儿被霸凌跳楼怎么办？,https://www.youtube.com/watch?v=hWupJsNOQ0k,2025-06-21,,,,,False
iePGJo6RJMc,VIP19:百刀会聊聊天💬,https://www.youtube.com/watch?v=iePGJo6RJMc,2025-06-20,was_live,True,False,subscriber_only,True
M-qzeNNkIj0,VIP18:点评白彬案真相｜拿兴教的和平饭店！,https://www.youtube.com/watch?v=M-qzeNNkIj0,2025-06-20,was_live,True,False,subscriber_only,True
z9vElBd8iUs,论李克强行刺小组爆料与低俗小说,https://www.youtube.com/watch?v=z9vElBd8iUs,2025-06-19,,,,,False
9wWzv5p_vA4,论刺杀李克强行动专案组爆料与中国民主低俗小说化｜一封上市公司董事长的流亡海外伸冤信,https://www.youtube.com/watch?v=9wWzv5p_vA4,2025-06-19,,,,,False
iULLZPPzPVg,袁世凯真相（1）：妓院留真情，孙文伪君子，蔡锷真小人,https://www.youtube.com/watch?v=iULLZPPzPVg,2025-06-17,,,,,False
bbt6LNKkBkg,换成我的老苹果手机看看老不老大小眼好了吗,https://www.youtube.com/watch?v=bbt6LNKkBkg,2025-06-17,,,,,False
IkCsP_avCH8,看看还老不老,https://www.youtube.com/watch?v=IkCsP_avCH8,2025-06-17,,,,,False
B8Y-yXjiPVQ,以色列为何骑脸暴打伊朗｜讲讲以色列灭核的前世今生：大哥始终是大哥！｜从巴比伦道果园到崛起狮子,https://www.youtube.com/watch?v=B8Y-yXjiPVQ,2025-06-15,,,,,False
5d9fDG7hjTE,长夜漫漫无心睡眠：初次为人父母的观众来信，谈少儿抑郁症｜孩子的疾病大半来自于父母,https://www.youtube.com/watch?v=5d9fDG7hjTE,2025-06-15,,,,,False
jk50MyLJBYc,解读印度坠机技术细节推测坠机原因，盘点空难规律｜为什么烂尾之皇习近平必不得善终？｜未来中国革命的必然走向与年轻一代中国人的政治历史机遇！,https://www.youtube.com/watch?v=jk50MyLJBYc,2025-06-13,was_live,True,False,subscriber_only,True
Ub3JG3qCJ7s,VIP17:复盘郭文贵得失，预测何时出狱？｜论时代人物的神学使命与悟性面板,https://www.youtube.com/watch?v=Ub3JG3qCJ7s,2025-06-12,was_live,True,False,subscriber_only,True
9l-SMX5UYdU,VIP16:聊聊洛杉矶暴乱的本质与美股走势/户外星链测试,https://www.youtube.com/watch?v=9l-SMX5UYdU,2025-06-11,was_live,True,False,subscriber_only,True
u2_CoxM77g8,VIP15:下周一美股将大跌，美式六四箭在弦上，川乱国一蠢再蠢｜,https://www.youtube.com/watch?v=u2_CoxM77g8,2025-06-09,was_live,True,False,subscriber_only,True
hF2Ta6c0swU,VIP14:马斯克命盘解析未来特斯拉走势｜黄泉路实景及下黄泉鬼道的法术（非专业人士在家勿练）｜密法若干，鬼事若干,https://www.youtube.com/watch?v=hF2Ta6c0swU,2025-06-07,was_live,True,False,subscriber_only,True
xlcD3LsjWmY,VIP13:川普马斯克分手大挖坟，特斯拉暴跌！！！,https://www.youtube.com/watch?v=xlcD3LsjWmY,2025-06-06,was_live,True,False,subscriber_only,True
rCPMr4vfLnQ,VIP12:特斯拉即将创造新低！｜抬头看见北极光5：二逼草莽金牛座与文化小人郎咸平｜江湖：为何有人善遇贵人而有人屡结仇人？,https://www.youtube.com/watch?v=rCPMr4vfLnQ,2025-06-06,was_live,True,False,subscriber_only,True
Gg0_EJ2pdnA,国运临头：袁世凯PK赵紫阳，戏说中国政变史！,https://www.youtube.com/watch?v=Gg0_EJ2pdnA,2025-06-05,,,,,False
C6UKcRqXnzY,勿忘六四，回忆六四真相唤醒青少年的良知，六四专题！,https://www.youtube.com/watch?v=C6UKcRqXnzY,2025-06-04,,,,,False
nWcdnNDuOmg,突发：许其亮心脏病去世，死因与李克强如出一辙｜乌克兰打脸俄罗斯加速世界进度条，战术核武器登场或普京下台,https://www.youtube.com/watch?v=nWcdnNDuOmg,2025-06-03,,,,,False
q2WpObAEDww,周末突袭：感恩17万粉｜哈佛变身中央党校不是今天的事｜论女孩中罕见的丫鬟身子小姐命格,https://www.youtube.com/watch?v=q2WpObAEDww,2025-06-02,was_live,True,False,subscriber_only,True
o73JX-ts-ss,不履行中美瑞士关税停火协议，老川又双被老习耍了｜穷人的孩子早败家,https://www.youtube.com/watch?v=o73JX-ts-ss,2025-06-01,was_live,True,False,subscriber_only,True
H6xXUU5gdZ8,中年人如何走出低谷：论男人的事业女人的性,https://www.youtube.com/watch?v=H6xXUU5gdZ8,2025-05-31,was_live,True,False,subscriber_only,True
XTKnZOa0vus,习继续神隐，家人及陕西领导未出席关中革命博物馆开幕式｜马斯克退出川普草台班子，两人闹翻｜,https://www.youtube.com/watch?v=XTKnZOa0vus,2025-05-29,,,,,False
2GLhuUDS9zc,VIP11:抬头看见北极光4《郎咸平阵斩顾雏军，小王总二文封神》《二文面世黄牛受惊，光裕与根生的格局大不同》,https://www.youtube.com/watch?v=2GLhuUDS9zc,2025-05-29,was_live,True,False,subscriber_only,True
uJ0vpeYN77U,星舰9又炸机了｜自古以来才200年台独与满独历史｜插播特干货：张教授持仓,https://www.youtube.com/watch?v=uJ0vpeYN77U,2025-05-28,was_live,True,False,subscriber_only,True
MgJOhFM8VMg,喝多了闲聊：潜水美女之死，论遵守规则与作弊｜灾与赢的分水岭,https://www.youtube.com/watch?v=MgJOhFM8VMg,2025-05-26,was_live,True,False,subscriber_only,True
cKk--QLdwNk,器官之乱：管窥中小学生失踪与横死的真相｜末法时代五台山的假和尚产业链｜那一年我错过的韩国母女｜,https://www.youtube.com/watch?v=cKk--QLdwNk,2025-05-25,was_live,True,False,subscriber_only,True
JiQbijVqdOU,中产移民《小无知漫游太阳城》：翟山鹰就是小花脸，你就是小无知！｜程慕阳李真大案迫害者刘宏的真实因果报应,https://www.youtube.com/watch?v=JiQbijVqdOU,2025-05-24,was_live,True,False,subscriber_only,True
nQWp8Z87cx4,美股美债美元三杀，长期利好黄金何比特币｜川普白宫痛斥南非老黑总统，令人解气！,https://www.youtube.com/watch?v=nQWp8Z87cx4,2025-05-22,,,,,False
KLAUn8-1PVU,VIP10:抬头看见北极光（3）：师从香港四大家族之李佩才家族，香港大家族的实力、荒唐与没落,https://www.youtube.com/watch?v=KLAUn8-1PVU,2025-05-22,was_live,True,False,subscriber_only,True
oxaJNJdmp0o,习太阳洛阳白马寺洛轴考察的寓意｜该来的终于来了：川普推出黄金穹顶星球大战2.0，针对中国意图明显,https://www.youtube.com/watch?v=oxaJNJdmp0o,2025-05-21,was_live,True,False,subscriber_only,True
dLF9snoyIq0,成为老王来了的会员,https://www.youtube.com/watch?v=dLF9snoyIq0,2025-05-21,was_live,True,False,subscriber_only,True
S-jtx-PT0jA,武汉枪击案死者系黑道老大父子，被公开行刑式仇杀｜习派何宏军上将突然自杀｜国运时刻，北京度过两大关键节点｜疯狂科学家贺建奎挑战疯狂独裁者习老大｜,https://www.youtube.com/watch?v=S-jtx-PT0jA,2025-05-20,was_live,True,False,subscriber_only,True
Plxg84e9XMU,突袭加播俗世成功学：如何于年轻阶段降服汝那颗傻逼之心？,https://www.youtube.com/watch?v=Plxg84e9XMU,2025-05-19,,,,,False
xqoIvlvygy0,孙中山为什么外号孙大炮？揭秘广东军阀陈炯明｜民国人物志系列,https://www.youtube.com/watch?v=xqoIvlvygy0,2025-05-18,,,,,False
w-VGUyZ7QyI,中美贸易谈判何立峰丧权辱国：论习主席才是美国的大救星｜下半场讲鬼故事：唱戏的纸扎小人,https://www.youtube.com/watch?v=w-VGUyZ7QyI,2025-05-17,was_live,True,False,subscriber_only,True
e5QPN-1Dicc,VIP9:《抬头看见北极光》（2）：如何利用太子党与秘书帮，老美股市破万点开始于命中出现，王京阳与叶静子，暗恋张泉灵，大嫂的雪白肉体！,https://www.youtube.com/watch?v=e5QPN-1Dicc,2025-05-15,was_live,True,False,subscriber_only,True
LpLFRSk5XqY,揭穿一切邪教：老王手把手教你制造邪教，宗教就是这样炼成的！｜论邪教与宗教的没有区别,https://www.youtube.com/watch?v=LpLFRSk5XqY,2025-05-15,was_live,True,False,subscriber_only,True
Nl6e_mj1mjE,拿兴教外遇少妇的困扰：我是廉价妓女还是享受人生？｜一大堆人生十字路口教友来信！拿兴教是棋盘路？,https://www.youtube.com/watch?v=Nl6e_mj1mjE,2025-05-14,was_live,True,False,subscriber_only,True
_mnJMVa3-rE,川普怂了：中美贸易战第一回合结束，论川普犯了蒋委员长剿匪的错误！｜未来60日美股走势、黄金走势、日元、人民币走势清晰见底,https://www.youtube.com/watch?v=_mnJMVa3-rE,2025-05-13,was_live,True,False,subscriber_only,True
jQQm1ejLV-c,母亲节喝多了，睡不着聊聊天：论列治文人民共和国是世界上最好的中国人居住区,https://www.youtube.com/watch?v=jQQm1ejLV-c,2025-05-12,was_live,True,False,subscriber_only,True
38e9eo457m0,心灵按摩与算命，福祸相依凡人善用命书改命｜哈萨丫头的故事｜变性人能改命吗｜,https://www.youtube.com/watch?v=38e9eo457m0,2025-05-10,was_live,True,False,subscriber_only,True
eWmr3h2OJcY,阵风战机败北，幻影2000咋办？,https://www.youtube.com/watch?v=eWmr3h2OJcY,2025-05-09,was_live,True,False,subscriber_only,True
E9zVsuoSbJo,VIP8:长篇资本市场纪实连载《抬头看见北极光》1：入得皇城拌水边,https://www.youtube.com/watch?v=E9zVsuoSbJo,2025-05-08,was_live,True,False,subscriber_only,True
IlwAOhYVqIU,母子连心的惊人命书案例分享，与观众共同见证人类的奇特预知梦,https://www.youtube.com/watch?v=IlwAOhYVqIU,2025-05-07,was_live,True,False,subscriber_only,True
4ErJYWHFxNc,资本之神巴菲特亮牌：选日本弃中国｜习四中全会退总书记保留国家主席军委主席｜泽连斯基瞄准红场阅兵，习头铁坚持亲自测试｜变性人的命运之树走向｜,https://www.youtube.com/watch?v=4ErJYWHFxNc,2025-05-06,was_live,True,False,subscriber_only,True
308dzlWHzK0,VIP（7）：东莞的繁华、没落与胡春华的魅影,https://www.youtube.com/watch?v=308dzlWHzK0,2025-05-05,was_live,True,False,subscriber_only,True
gw_ZC9Nxmoo,一个纯GAY的痛苦自白｜理工学妹婚外情困惑｜多伦多老板观众风水格局破财生病亲历记｜,https://www.youtube.com/watch?v=gw_ZC9Nxmoo,2025-05-04,was_live,True,False,subscriber_only,True
eFNAwgQ9w9E,周末玄学与家庭、两性特辑瞎胡聊,https://www.youtube.com/watch?v=eFNAwgQ9w9E,2025-05-03,was_live,True,False,subscriber_only,True
Yo8hb3k3O9k,回忆狼教授为什么毅然放弃美国教职，报效祖国？｜周末玄学与家庭、两性特辑瞎胡聊,https://www.youtube.com/watch?v=Yo8hb3k3O9k,2025-05-03,was_live,True,False,subscriber_only,True
603gpYMfiS0,VIP直播（6）：中国证券市场回忆录之假账风云｜成为老王来了的会员，手把手帮你做假账,https://www.youtube.com/watch?v=603gpYMfiS0,2025-05-01,was_live,True,False,subscriber_only,True
it3ZIAYkg6U,美股上涨，传言中美达成初步共识｜伊朗大爆炸是摩萨德点了中国出口的固体导弹燃料｜加拿大保守党败选博励志可能辞职,https://www.youtube.com/watch?v=it3ZIAYkg6U,2025-04-30,was_live,True,False,subscriber_only,True
NEIaV-PaY6o,美国不再民主｜从灯塔到利益，评未来三十年五大矛盾之下的美国可控衰落。,https://www.youtube.com/watch?v=NEIaV-PaY6o,2025-04-29,was_live,True,False,subscriber_only,True
tK86FneDUJ8,教皇方济各之死：上帝插手，人皇觉悟，一场葬礼改写的人类未来与金融市场走向,https://www.youtube.com/watch?v=tK86FneDUJ8,2025-04-28,was_live,True,False,subscriber_only,True
0wGidcWCLgQ,天生反贼孙中山（下）｜何以解忧？成为老王来了的会员可以解忧！,https://www.youtube.com/watch?v=0wGidcWCLgQ,2025-04-27,,,,,False
GsaVRwjZoyg,最新命理实践证明：拉拉和基佬是命中注定的｜雪白肌肤小少妇的迷茫｜成为老王来了的会员可以解忧,https://www.youtube.com/watch?v=GsaVRwjZoyg,2025-04-26,was_live,True,False,subscriber_only,True
Unm4-Gqu2S4,天生反骨孙中山（上）,https://www.youtube.com/watch?v=Unm4-Gqu2S4,2025-04-24,was_live,True,False,subscriber_only,True
19UZM3H16Gg,VIP直播（5）｜中国资本市场回忆录之上古造系：唐万新、肖建华起家的故事｜还记得那本褪色的新财富吗？,https://www.youtube.com/watch?v=19UZM3H16Gg,2025-04-24,was_live,True,False,subscriber_only,True
LLRR8Lry1xQ,体制内男女（男男）关系的相乡心三大学｜论北理工同性恋大瓜！｜注：我不是同性恋！,https://www.youtube.com/watch?v=LLRR8Lry1xQ,2025-04-23,was_live,True,False,subscriber_only,True
BIUgDzxZQB0,美股、黃金、瑞郎的邏輯｜习刚结束印支三国巡幸即遭背叛，新加坡国母澳洲总理也开始讼圣！,https://www.youtube.com/watch?v=BIUgDzxZQB0,2025-04-22,was_live,True,False,subscriber_only,True
X_z7qVkEQiA,周末阴阳大法会：欧美入妹指南之多年经验分享+链接。。。,https://www.youtube.com/watch?v=X_z7qVkEQiA,2025-04-20,was_live,True,False,subscriber_only,True
yvDGmsTwSU0,号外插播：加拿大大选关键时刻！起来！不愿去投票的人们！,https://www.youtube.com/watch?v=yvDGmsTwSU0,2025-04-19,was_live,True,False,subscriber_only,True
DFMPxoEZ2KY,周末玄学专场之：黄鼠狼迷人与预测梦的真实体验｜各种有关妖魔鬼怪的信,https://www.youtube.com/watch?v=DFMPxoEZ2KY,2025-04-19,was_live,True,False,subscriber_only,True
Q-efYZLAsVM,VIP直播（4）：中国证券市场繁花初绽与胎毒,https://www.youtube.com/watch?v=Q-efYZLAsVM,2025-04-18,was_live,True,False,subscriber_only,True
6X9PBH7RGn4,428加拿大大选投什么人？30个问题手把手教你选择执政党！赠澳洲大选指南！,https://www.youtube.com/watch?v=6X9PBH7RGn4,2025-04-17,,,,,False
cS-XhEfNHps,人间奇葩来信集：白虎女孩｜私生子的困惑｜叔我太有钱了没方向了怎么办？,https://www.youtube.com/watch?v=cS-XhEfNHps,2025-04-16,was_live,True,False,subscriber_only,True
RIwagKAUltY,李大钊何来绞刑这么洋的死法？｜为什么是张作霖？｜为什么苏联对大使馆被砸睁一只眼闭一只眼？,https://www.youtube.com/watch?v=RIwagKAUltY,2025-04-15,was_live,True,False,subscriber_only,True
Cw-w7btEHh8,15万粉感恩：长夜漫漫无心睡眠，骂几句人！,https://www.youtube.com/watch?v=Cw-w7btEHh8,2025-04-14,was_live,True,False,subscriber_only,True
imOT3X131o8,VIP直播（3）：萨满文化的真相与凡人破壁的思考,https://www.youtube.com/watch?v=imOT3X131o8,2025-04-13,was_live,True,False,subscriber_only,True
wJppGxpsj3s,中美谁会是赢家？｜输赢46开｜打败川普的唯一手段：保持乌龟队形｜中国人民或许成最大赢家,https://www.youtube.com/watch?v=wJppGxpsj3s,2025-04-12,was_live,True,False,subscriber_only,True
pY-5yrghnhY,真正的原谅是不再耿耿于怀，致童年拥有恶父毒母的不幸教友们,https://www.youtube.com/watch?v=pY-5yrghnhY,2025-04-11,was_live,True,False,subscriber_only,True
OKh3fiWXWa0,VIP直播（2）：绝色小人妖,https://www.youtube.com/watch?v=OKh3fiWXWa0,2025-04-11,was_live,True,False,subscriber_only,True
zkNpq6OuV5k,川普掀桌子不演了：只打中国｜未来的世界只有站队和战斗，人民币面临新低，热战一触即发,https://www.youtube.com/watch?v=zkNpq6OuV5k,2025-04-10,was_live,True,False,subscriber_only,True
gmWxbz6CrrA,巴菲特如是说：IC卡贸易战解决方案｜川普版与巴菲特版的同与不同,https://www.youtube.com/watch?v=gmWxbz6CrrA,2025-04-09,was_live,True,False,subscriber_only,True
MPozrZr52J8,VIP首播1：抬头望见北极光,https://www.youtube.com/watch?v=MPozrZr52J8,2025-04-09,was_live,True,False,subscriber_only,True
4bTn_Pwu8J4,为何习中风成为众望所归？｜论川普关税战与胡佛关税战的本质区别？,https://www.youtube.com/watch?v=4bTn_Pwu8J4,2025-04-08,was_live,True,False,subscriber_only,True
xFxFOn-1RS0,论郭美美收费为什么越来越贵？｜送给全天下的真爷们一句话：因为一次绿帽子离婚者非蠢即坏｜,https://www.youtube.com/watch?v=xFxFOn-1RS0,2025-04-06,was_live,True,False,subscriber_only,True
H04Hl04QQX4,论美股迎来川普大熊市｜1，论美股底部与时间窗口。2，为什么中国不可能妥协。3，黄金与比特币的戏剧性未来。4，日本在MAGA新世界的定位与日元牛市。,https://www.youtube.com/watch?v=H04Hl04QQX4,2025-04-05,was_live,True,False,subscriber_only,True
uMF7AMwCFaM,王纯抢了我的梦想，成为第一个飞上太空的中国普通人。,https://www.youtube.com/watch?v=uMF7AMwCFaM,2025-04-03,was_live,True,False,subscriber_only,True
PqZs54ld0P8,上海不忘记眼泪：上海人回忆疫情人祸劫难,https://www.youtube.com/watch?v=PqZs54ld0P8,2025-04-03,,,,,False
3EixRItbt-E,再论打台湾的新战法｜黑人网红甲亢哥折射中国年轻人媚美宠美｜王志安一根筋网爆瞎子｜,https://www.youtube.com/watch?v=3EixRItbt-E,2025-04-02,was_live,True,False,subscriber_only,True
lpOiN6It1rQ,诈捐元祖康有为：假革命真发财，银两女人我都要！,https://www.youtube.com/watch?v=lpOiN6It1rQ,2025-04-01,,,,,False
_fgs6Mc3l9k,新冠妖人搞垮上海，北漂按摩师叶财德！｜论二代公子哥为什么接不住富爸爸的企业？,https://www.youtube.com/watch?v=_fgs6Mc3l9k,2025-03-31,,,,,False
viN1QVzDS_c,中国碳14核电池即将改变世界，美国宇航员差点困死在外太空｜老王聊物理,https://www.youtube.com/watch?v=viN1QVzDS_c,2025-03-30,,,,,False
jXBoI2bwgDY,论男孩如何过情关？王志民二骂小碧池！4:00后有声音！,https://www.youtube.com/watch?v=jXBoI2bwgDY,2025-03-29,,,,,False
5xvRaxJVuEk,逼习退位，不像内斗更像交班：论李嘉诚的投名状｜人币加币澳元汇率还有20%下跌空间｜論佛國佛教與佛法,https://www.youtube.com/watch?v=5xvRaxJVuEk,2025-03-28,was_live,True,False,subscriber_only,True
_ulj_crM-TI,韭菜命格谈国是，网红亚亚深喉误吞电炮，下一个轮到恩绮和小微？论共产专政的舆论独占性！,https://www.youtube.com/watch?v=_ulj_crM-TI,2025-03-27,,,,,False
HBDhC-VUBJ8,老梁这个死老头儿居然笑话我娶女博士，他明明就是吃不到葡萄说葡萄酸！,https://www.youtube.com/watch?v=HBDhC-VUBJ8,2025-03-26,,,,,False
F0qtFlHbom0,周末户外聊高潮与白道,https://www.youtube.com/watch?v=F0qtFlHbom0,2025-03-24,,,,,False
KLYW14E5RQo,中共风向突变真相：为什么放过嘉诚打夹头｜老习家捞了多少？美国要出报告！｜周末玄学鬼故事（下）,https://www.youtube.com/watch?v=KLYW14E5RQo,2025-03-23,was_live,True,False,subscriber_only,True
Iw9Sbi7_EE4,习国师忠诚不绝对，玄学解析云贵之旅｜司马南跑了！｜马斯克急了｜周末玄学会客厅,https://www.youtube.com/watch?v=Iw9Sbi7_EE4,2025-03-22,was_live,True,False,subscriber_only,True
CcteFH1D7ZU,红烧嘉诚白灼马，扒一扒我党的抢钱史｜朱德的扁担，毛泽东与希特勒的贸易，绝命毒师张思德，荒野大镖客白求恩,https://www.youtube.com/watch?v=CcteFH1D7ZU,2025-03-21,,,,,False
C7dEqbz75wU,聊聊家庭与性，脸红耳热的男女技术专题｜如何应付渣男｜我和我的炮友们｜00后失足女求助,https://www.youtube.com/watch?v=C7dEqbz75wU,2025-03-20,,,,,False
TFQo52flsSA,特斯拉股价将下跌到1XX美元｜黄金市场3000打底｜元老院答应习动武统一台湾的三个条件｜美国是否会放弃台湾，是否会变成第二个乌克兰？,https://www.youtube.com/watch?v=TFQo52flsSA,2025-03-19,was_live,True,False,subscriber_only,True
e2rHqk5wOvc,张又侠和李强谁是身带弓之人？｜捞女如何pua接盘侠,https://www.youtube.com/watch?v=e2rHqk5wOvc,2025-03-18,was_live,True,False,subscriber_only,True
px9nW2aL4_s,李嘉诚再次选边站，遭到中共痛批！｜痛苦的婚外情少妇来信,https://www.youtube.com/watch?v=px9nW2aL4_s,2025-03-17,was_live,True,False,subscriber_only,True
d545GYRrmVE,厅局大战穿在一个假字！？｜生活的压力与生命的尊严哪一个重要？加钱！,https://www.youtube.com/watch?v=d545GYRrmVE,2025-03-16,,,,,False
